A	B	score	A_gene	B_gene	AinRAP	BinRAP
9606.ENSP00000196551	9606.ENSP00000341826	659	RPS5	HNRNPA1	TRUE	FALSE
9606.ENSP00000328690	9606.ENSP00000346001	659	DDX24	RPL3	TRUE	FALSE
9606.ENSP00000266970	9606.ENSP00000349960	659	CDK2	ACTB	TRUE	FALSE
9606.ENSP00000295822	9606.ENSP00000311028	658	EIF5A2	RPS14	TRUE	FALSE
9606.ENSP00000155840	9606.ENSP00000371634	658	KCNQ1	IGF2BP2	TRUE	FALSE
9606.ENSP00000247829	9606.ENSP00000371634	658	TSPAN8	IGF2BP2	TRUE	FALSE
9606.ENSP00000246069	9606.ENSP00000391723	658	DSTN	PUM1	TRUE	FALSE
9606.ENSP00000382595	9606.ENSP00000391723	658	PAICS	PUM1	TRUE	FALSE
9606.ENSP00000298910	9606.ENSP00000330054	657	LRRK2	EEF1A1	TRUE	FALSE
9606.ENSP00000225792	9606.ENSP00000341826	657	DDX5	HNRNPA1	TRUE	FALSE
9606.ENSP00000316357	9606.ENSP00000382840	657	USP9X	DDX3X	TRUE	FALSE
9606.ENSP00000251453	9606.ENSP00000261313	656	RPS16	PEBP1	TRUE	FALSE
9606.ENSP00000222572	9606.ENSP00000286713	656	PON2	STOM	TRUE	FALSE
9606.ENSP00000345230	9606.ENSP00000349960	656	TPM4	ACTB	TRUE	FALSE
9606.ENSP00000262776	9606.ENSP00000358635	656	LGALS3BP	SYNCRIP	TRUE	FALSE
9606.ENSP00000222247	9606.ENSP00000360266	656	RPL18A	JUN	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000261772	655	ACTA2	AARS	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000297029	655	ACTA2	SCIN	FALSE	TRUE
9606.ENSP00000322542	9606.ENSP00000330054	655	GTF2I	EEF1A1	TRUE	FALSE
9606.ENSP00000300151	9606.ENSP00000336702	655	MRPL16	EIF5A	TRUE	FALSE
9606.ENSP00000297029	9606.ENSP00000349960	655	SCIN	ACTB	TRUE	FALSE
9606.ENSP00000348849	9606.ENSP00000355011	655	RPS26	ILF2	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000283179	654	RPS11	HNRNPU	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000315757	654	PFN1	LCP1	FALSE	TRUE
9606.ENSP00000222511	9606.ENSP00000346001	654	GTPBP10	RPL3	TRUE	FALSE
9606.ENSP00000295598	9606.ENSP00000357615	654	ATP1A1	FRK	FALSE	TRUE
9606.ENSP00000289228	9606.ENSP00000398131	654	ACTR1B	GSPT1	TRUE	FALSE
9606.ENSP00000221419	9606.ENSP00000300648	653	HNRNPL	GCN1	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000372088	653	UPF1	RAD51	FALSE	TRUE
9606.ENSP00000251636	9606.ENSP00000382840	653	DHX29	DDX3X	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000417401	653	EEF1A1	HELZ2	FALSE	TRUE
9606.ENSP00000295688	9606.ENSP00000398131	652	CCT3	GSPT1	TRUE	FALSE
9606.ENSP00000216038	9606.ENSP00000238823	651	RTCB	FAM98A	FALSE	TRUE
9606.ENSP00000344352	9606.ENSP00000349960	651	ATF3	ACTB	TRUE	FALSE
9606.ENSP00000005257	9606.ENSP00000225655	650	RALA	PFN1	TRUE	FALSE
9606.ENSP00000222247	9606.ENSP00000283179	650	RPL18A	HNRNPU	FALSE	TRUE
9606.ENSP00000331019	9606.ENSP00000354722	650	RPS27L	EIF1AY	TRUE	FALSE
9606.ENSP00000355645	9606.ENSP00000367220	650	ACTA1	ACTR2	TRUE	FALSE
9606.ENSP00000305647	9606.ENSP00000390783	650	VAMP5	SCFD1	TRUE	FALSE
9606.ENSP00000367220	9606.ENSP00000416706	650	ACTR2	ACTBL2	FALSE	TRUE
9606.ENSP00000188312	9606.ENSP00000309629	649	ACTR6	CFL1	TRUE	FALSE
9606.ENSP00000355388	9606.ENSP00000358635	649	MPHOSPH8	SYNCRIP	TRUE	FALSE
9606.ENSP00000262056	9606.ENSP00000300093	648	EIF4B	PLK1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000323837	648	EIF4B	SLC4A1AP	FALSE	TRUE
9606.ENSP00000251849	9606.ENSP00000330054	648	RAF1	EEF1A1	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000356954	648	ACTB	CTGF	FALSE	TRUE
9606.ENSP00000348849	9606.ENSP00000364028	648	RPS26	ECE1	FALSE	TRUE
9606.ENSP00000358635	9606.ENSP00000380718	648	SYNCRIP	CDYL	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000334563	647	ACTA2	MYO18B	FALSE	TRUE
9606.ENSP00000241600	9606.ENSP00000336702	647	MRPS2	EIF5A	TRUE	FALSE
9606.ENSP00000308897	9606.ENSP00000348849	647	MRPL11	RPS26	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000355011	647	RPL21	ILF2	FALSE	TRUE
9606.ENSP00000307940	9606.ENSP00000398131	646	EEF2	GSPT1	TRUE	FALSE
9606.ENSP00000244520	9606.ENSP00000286713	645	SNRPC	STOM	TRUE	FALSE
9606.ENSP00000263168	9606.ENSP00000309629	645	CAPZA1	CFL1	TRUE	FALSE
9606.ENSP00000331019	9606.ENSP00000336702	645	RPS27L	EIF5A	TRUE	FALSE
9606.ENSP00000302790	9606.ENSP00000349960	645	XPO6	ACTB	TRUE	FALSE
9606.ENSP00000341826	9606.ENSP00000404121	645	HNRNPA1	ILF3	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000241600	644	ACTA2	MRPS2	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000258105	644	PFN1	MRPL53	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000268668	644	YBX3	NDUFB10	FALSE	TRUE
9606.ENSP00000252785	9606.ENSP00000286713	644	SCO2	STOM	TRUE	FALSE
9606.ENSP00000254193	9606.ENSP00000286713	644	SNRPA1	STOM	TRUE	FALSE
9606.ENSP00000261313	9606.ENSP00000311572	644	PEBP1	PTGR1	FALSE	TRUE
9606.ENSP00000300146	9606.ENSP00000314837	644	PATL1	KLC2	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000331602	644	EEF1A1	PRKCD	FALSE	TRUE
9606.ENSP00000317376	9606.ENSP00000336702	644	MRPS11	EIF5A	TRUE	FALSE
9606.ENSP00000296597	9606.ENSP00000348849	644	NDUFAF2	RPS26	TRUE	FALSE
9606.ENSP00000288235	9606.ENSP00000350028	644	MYO1E	MOV10	TRUE	FALSE
9606.ENSP00000337926	9606.ENSP00000350028	644	SUGP2	MOV10	TRUE	FALSE
9606.ENSP00000350028	9606.ENSP00000353444	644	MOV10	RAB5B	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000354558	644	EIF4B	MTOR	FALSE	TRUE
9606.ENSP00000217652	9606.ENSP00000358635	644	MYL12A	SYNCRIP	TRUE	FALSE
9606.ENSP00000262031	9606.ENSP00000358635	644	RBMS2	SYNCRIP	TRUE	FALSE
9606.ENSP00000298317	9606.ENSP00000358635	644	RPUSD4	SYNCRIP	TRUE	FALSE
9606.ENSP00000299157	9606.ENSP00000358635	644	IKBIP	SYNCRIP	TRUE	FALSE
9606.ENSP00000348886	9606.ENSP00000358635	644	STOML2	SYNCRIP	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000363124	644	PATL1	PHF20	FALSE	TRUE
9606.ENSP00000348849	9606.ENSP00000370736	644	RPS26	TMEM165	FALSE	TRUE
9606.ENSP00000240423	9606.ENSP00000382840	644	NCAPH	DDX3X	TRUE	FALSE
9606.ENSP00000356448	9606.ENSP00000382840	644	TPR	DDX3X	TRUE	FALSE
9606.ENSP00000349428	9606.ENSP00000387286	644	PTBP1	RAB1A	TRUE	FALSE
9606.ENSP00000228318	9606.ENSP00000390783	644	SLC25A3	SCFD1	TRUE	FALSE
9606.ENSP00000233545	9606.ENSP00000390783	644	MPV17	SCFD1	TRUE	FALSE
9606.ENSP00000262375	9606.ENSP00000390783	644	DNAJA3	SCFD1	TRUE	FALSE
9606.ENSP00000305699	9606.ENSP00000390783	644	HOOK3	SCFD1	TRUE	FALSE
9606.ENSP00000333401	9606.ENSP00000390783	644	MRPL40	SCFD1	TRUE	FALSE
9606.ENSP00000248553	9606.ENSP00000391723	644	HSPB1	PUM1	TRUE	FALSE
9606.ENSP00000379051	9606.ENSP00000406046	644	PURB	POLD1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000417602	644	ACTA2	MRPL47	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000418401	644	PFN1	SRPRB	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000441024	644	ACTA2	UBAP1	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000351284	643	PFN1	RAD52	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000372088	643	PFN1	RAD51	FALSE	TRUE
9606.ENSP00000370258	9606.ENSP00000426909	643	EIF3CL	RACK1	FALSE	TRUE
9606.ENSP00000222247	9606.ENSP00000227378	642	RPL18A	HSPA8	FALSE	TRUE
9606.ENSP00000261313	9606.ENSP00000300151	642	PEBP1	MRPL16	FALSE	TRUE
9606.ENSP00000303830	9606.ENSP00000358635	642	INSR	SYNCRIP	TRUE	FALSE
9606.ENSP00000346120	9606.ENSP00000361626	642	DDX21	YBX1	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000354125	641	PATL1	EIF3B	FALSE	TRUE
9606.ENSP00000199320	9606.ENSP00000311028	640	DIMT1	RPS14	TRUE	FALSE
9606.ENSP00000264161	9606.ENSP00000346001	640	DARS	RPL3	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000355471	640	RPS14	TFB2M	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000356134	640	RPS14	TFB1M	FALSE	TRUE
9606.ENSP00000261205	9606.ENSP00000358635	640	SYT1	SYNCRIP	TRUE	FALSE
9606.ENSP00000287820	9606.ENSP00000371634	640	PPARG	IGF2BP2	TRUE	FALSE
9606.ENSP00000358635	9606.ENSP00000406162	639	SYNCRIP	PRMT1	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000000233	639	RAB6A	ARF5	FALSE	TRUE
9606.ENSP00000225430	9606.ENSP00000336702	638	RPL19	EIF5A	TRUE	FALSE
9606.ENSP00000234590	9606.ENSP00000349960	638	ENO1	ACTB	TRUE	FALSE
9606.ENSP00000312734	9606.ENSP00000387286	638	RAB8B	RAB1A	TRUE	FALSE
9606.ENSP00000352438	9606.ENSP00000407724	638	PCBP2	CSDE1	FALSE	TRUE
9606.ENSP00000264161	9606.ENSP00000330054	637	DARS	EEF1A1	TRUE	FALSE
9606.ENSP00000257497	9606.ENSP00000355330	637	ANXA1	TGM2	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000370007	637	ACTA2	TMSB4X	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000387911	637	UPF1	PARN	FALSE	TRUE
9606.ENSP00000283179	9606.ENSP00000311028	636	HNRNPU	RPS14	TRUE	FALSE
9606.ENSP00000296792	9606.ENSP00000370258	636	UTP15	EIF3CL	TRUE	FALSE
9606.ENSP00000361626	9606.ENSP00000405620	636	YBX1	DHX30	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000296585	635	ACTA2	ITGA2	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000336724	635	RAB6A	TBC1D22A	FALSE	TRUE
9606.ENSP00000275364	9606.ENSP00000349960	635	GNA12	ACTB	TRUE	FALSE
9606.ENSP00000339027	9606.ENSP00000350028	635	RPLP0	MOV10	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000355809	635	ACTA2	ENAH	FALSE	TRUE
9606.ENSP00000350028	9606.ENSP00000358997	635	MOV10	IRAK1	FALSE	TRUE
9606.ENSP00000265174	9606.ENSP00000330054	634	PAPSS1	EEF1A1	TRUE	FALSE
9606.ENSP00000265748	9606.ENSP00000349960	634	ANLN	ACTB	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000315700	633	PATL1	CHAF1B	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000317473	633	RAB6A	RABGGTB	FALSE	TRUE
9606.ENSP00000382840	9606.ENSP00000387088	633	DDX3X	HNRNPLL	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000349428	632	IGF2BP1	PTBP1	FALSE	TRUE
9606.ENSP00000276925	9606.ENSP00000371634	632	CDKN2B	IGF2BP2	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000406046	632	UPF1	POLD1	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000417281	632	EEF1A1	MDM2	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000314214	631	RAB6A	VAMP2	FALSE	TRUE
9606.ENSP00000317872	9606.ENSP00000361626	631	RBBP6	YBX1	TRUE	FALSE
9606.ENSP00000163416	9606.ENSP00000311449	630	GOLGA5	RAB6A	TRUE	FALSE
9606.ENSP00000293831	9606.ENSP00000336702	630	EIF4A1	EIF5A	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000355330	630	ACTB	TGM2	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000396704	630	RPS14	TOP2B	FALSE	TRUE
9606.ENSP00000261195	9606.ENSP00000405573	630	GYS2	GPI	TRUE	FALSE
9606.ENSP00000358635	9606.ENSP00000376309	629	SYNCRIP	HNRNPA3	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000426909	629	EIF1AY	RACK1	FALSE	TRUE
9606.ENSP00000263857	9606.ENSP00000311028	628	POLR1A	RPS14	TRUE	FALSE
9606.ENSP00000282276	9606.ENSP00000336702	628	MARS2	EIF5A	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000361446	628	RPS14	POLR3A	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000361949	628	HNRNPA1	PABPC4	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000421725	628	ACTA2	GC	FALSE	TRUE
9606.ENSP00000325240	9606.ENSP00000438262	628	LASP1	TJP2	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000310040	627	UPF1	EIF3F	FALSE	TRUE
9606.ENSP00000358635	9606.ENSP00000364398	627	SYNCRIP	HABP4	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000271636	626	YBX3	CGN	FALSE	TRUE
9606.ENSP00000286713	9606.ENSP00000378368	626	STOM	FLOT2	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000411532	626	RPS14	TOP2A	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000369703	625	ACTA2	TUBB2A	FALSE	TRUE
9606.ENSP00000222247	9606.ENSP00000369965	625	RPL18A	BTF3	FALSE	TRUE
9606.ENSP00000349960	9606.ENSP00000421689	625	ACTB	CSNK1A1	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000355011	624	HNRNPA1	ILF2	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000361076	623	UPF1	RPL7A	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000411532	623	RPL3	TOP2A	FALSE	TRUE
9606.ENSP00000301072	9606.ENSP00000330054	622	TUBA1C	EEF1A1	TRUE	FALSE
9606.ENSP00000336702	9606.ENSP00000402608	622	EIF5A	CPS1	FALSE	TRUE
9606.ENSP00000364813	9606.ENSP00000413964	622	LSM2	LSM14A	TRUE	FALSE
9606.ENSP00000233084	9606.ENSP00000330054	621	DDX1	EEF1A1	TRUE	FALSE
9606.ENSP00000309503	9606.ENSP00000330054	621	YWHAZ	EEF1A1	TRUE	FALSE
9606.ENSP00000308208	9606.ENSP00000349960	621	MMP14	ACTB	TRUE	FALSE
9606.ENSP00000225893	9606.ENSP00000371634	621	HNF1B	IGF2BP2	TRUE	FALSE
9606.ENSP00000256078	9606.ENSP00000391723	621	KRAS	PUM1	TRUE	FALSE
9606.ENSP00000257497	9606.ENSP00000339027	620	ANXA1	RPLP0	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000358417	620	EEF1A1	PHGDH	FALSE	TRUE
9606.ENSP00000368226	9606.ENSP00000405573	620	GK	GPI	TRUE	FALSE
9606.ENSP00000234590	9606.ENSP00000309629	619	ENO1	CFL1	TRUE	FALSE
9606.ENSP00000325312	9606.ENSP00000346001	619	METAP2	RPL3	TRUE	FALSE
9606.ENSP00000306382	9606.ENSP00000349960	619	MYO1B	ACTB	TRUE	FALSE
9606.ENSP00000263331	9606.ENSP00000416892	619	POLR1B	EIF3L	TRUE	FALSE
9606.ENSP00000275493	9606.ENSP00000330054	618	EGFR	EEF1A1	TRUE	FALSE
9606.ENSP00000225792	9606.ENSP00000361626	618	DDX5	YBX1	TRUE	FALSE
9606.ENSP00000267425	9606.ENSP00000391723	618	NOP9	PUM1	TRUE	FALSE
9606.ENSP00000289371	9606.ENSP00000330054	617	EIF5B	EEF1A1	TRUE	FALSE
9606.ENSP00000262033	9606.ENSP00000346027	617	PTGES3	RPL21	TRUE	FALSE
9606.ENSP00000367220	9606.ENSP00000368104	617	ACTR2	BMP2	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000370718	617	EIF1AY	ASMTL	FALSE	TRUE
9606.ENSP00000266970	9606.ENSP00000382840	617	CDK2	DDX3X	TRUE	FALSE
9606.ENSP00000382269	9606.ENSP00000390783	617	HECTD1	SCFD1	TRUE	FALSE
9606.ENSP00000346001	9606.ENSP00000396704	617	RPL3	TOP2B	FALSE	TRUE
9606.ENSP00000364815	9606.ENSP00000398131	617	VARS	GSPT1	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000266970	616	ACTA2	CDK2	FALSE	TRUE
9606.ENSP00000330054	9606.ENSP00000347495	616	EEF1A1	WARS	FALSE	TRUE
9606.ENSP00000325875	9606.ENSP00000398131	616	HSP90AB1	GSPT1	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000323074	615	UPF1	RAI1	FALSE	TRUE
9606.ENSP00000257497	9606.ENSP00000361892	615	ANXA1	STK4	FALSE	TRUE
9606.ENSP00000350720	9606.ENSP00000367220	615	SMARCA4	ACTR2	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000378699	615	ACTA2	CDC2	FALSE	TRUE
9606.ENSP00000341826	9606.ENSP00000379282	615	HNRNPA1	ABHD16A	FALSE	TRUE
9606.ENSP00000368984	9606.ENSP00000382840	615	EXOSC9	DDX3X	TRUE	FALSE
9606.ENSP00000254108	9606.ENSP00000262803	614	FUS	UPF1	TRUE	FALSE
9606.ENSP00000271638	9606.ENSP00000349960	614	S100A11	ACTB	TRUE	FALSE
9606.ENSP00000300151	9606.ENSP00000354722	614	MRPL16	EIF1AY	TRUE	FALSE
9606.ENSP00000199320	9606.ENSP00000361626	614	DIMT1	YBX1	TRUE	FALSE
9606.ENSP00000354722	9606.ENSP00000362688	614	EIF1AY	EIF3I	FALSE	TRUE
9606.ENSP00000354722	9606.ENSP00000362744	614	EIF1AY	RPS4X	FALSE	TRUE
9606.ENSP00000370473	9606.ENSP00000405573	614	IGFBP3	GPI	TRUE	FALSE
9606.ENSP00000238823	9606.ENSP00000413964	614	FAM98A	LSM14A	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000447001	614	ACTA2	RPL18	FALSE	TRUE
9606.ENSP00000350028	9606.ENSP00000377892	613	MOV10	SRSF5	FALSE	TRUE
9606.ENSP00000358374	9606.ENSP00000413964	613	SCAF11	LSM14A	TRUE	FALSE
9606.ENSP00000348849	9606.ENSP00000417281	613	RPS26	MDM2	FALSE	TRUE
9606.ENSP00000310448	9606.ENSP00000330054	612	SART1	EEF1A1	TRUE	FALSE
9606.ENSP00000264161	9606.ENSP00000346027	612	DARS	RPL21	TRUE	FALSE
9606.ENSP00000257770	9606.ENSP00000349960	612	NT5E	ACTB	TRUE	FALSE
9606.ENSP00000346022	9606.ENSP00000354722	612	RPL9	EIF1AY	TRUE	FALSE
9606.ENSP00000293842	9606.ENSP00000382840	612	RPL26	DDX3X	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000385814	612	DDX3X	RPAIN	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000292644	611	RPS11	PSMC2	FALSE	TRUE
9606.ENSP00000300151	9606.ENSP00000348849	611	MRPL16	RPS26	TRUE	FALSE
9606.ENSP00000330054	9606.ENSP00000359645	611	EEF1A1	RBMX	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000417229	611	UPF1	EIF2A	FALSE	TRUE
9606.ENSP00000405573	9606.ENSP00000448323	611	GPI	BRF1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000288235	610	ACTA2	MYO1E	FALSE	TRUE
9606.ENSP00000297990	9606.ENSP00000346001	610	NOL6	RPL3	TRUE	FALSE
9606.ENSP00000263635	9606.ENSP00000349960	610	TANC1	ACTB	TRUE	FALSE
9606.ENSP00000327255	9606.ENSP00000363500	610	PPM1A	CLIC4	TRUE	FALSE
9606.ENSP00000224784	9606.ENSP00000251453	609	ACTA2	RPS16	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000345156	609	ACTA2	RPL14	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000346550	609	RPS14	ANXA6	FALSE	TRUE
9606.ENSP00000325875	9606.ENSP00000348849	609	HSP90AB1	RPS26	TRUE	FALSE
9606.ENSP00000263331	9606.ENSP00000349960	609	POLR1B	ACTB	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000355809	609	ACTB	ENAH	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000377486	609	RPS14	MRPL19	FALSE	TRUE
9606.ENSP00000341885	9606.ENSP00000382840	609	RPS2	DDX3X	TRUE	FALSE
9606.ENSP00000382840	9606.ENSP00000388648	609	DDX3X	CHEK1	FALSE	TRUE
9606.ENSP00000253792	9606.ENSP00000405573	609	ACLY	GPI	TRUE	FALSE
9606.ENSP00000222247	9606.ENSP00000297990	608	RPL18A	NOL6	FALSE	TRUE
9606.ENSP00000261797	9606.ENSP00000311028	608	NDST1	RPS14	TRUE	FALSE
9606.ENSP00000346027	9606.ENSP00000361092	608	RPL21	SURF6	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000270202	607	ACTA2	AKT1	FALSE	TRUE
9606.ENSP00000262056	9606.ENSP00000311032	607	EIF4B	CASP3	FALSE	TRUE
9606.ENSP00000225655	9606.ENSP00000318868	607	PFN1	SHMT1	FALSE	TRUE
9606.ENSP00000338020	9606.ENSP00000341826	607	EIF4G1	HNRNPA1	TRUE	FALSE
9606.ENSP00000258772	9606.ENSP00000346001	607	DDX56	RPL3	TRUE	FALSE
9606.ENSP00000262803	9606.ENSP00000358089	607	UPF1	TIAL1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000360266	607	ACTA2	JUN	FALSE	TRUE
9606.ENSP00000295797	9606.ENSP00000398131	607	PRKCI	GSPT1	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000357336	606	ACTB	RUSC1	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000358812	606	RPL3	PDCD11	FALSE	TRUE
9606.ENSP00000264705	9606.ENSP00000390783	606	CAD	SCFD1	TRUE	FALSE
9606.ENSP00000398131	9606.ENSP00000426909	606	GSPT1	RACK1	FALSE	TRUE
9606.ENSP00000228251	9606.ENSP00000240055	605	YBX3	NFYB	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000300119	605	ACTA2	MYO1A	FALSE	TRUE
9606.ENSP00000311449	9606.ENSP00000338562	605	RAB6A	STX3	FALSE	TRUE
9606.ENSP00000308938	9606.ENSP00000349960	605	PLG	ACTB	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000351686	605	ACTB	PRDM10	FALSE	TRUE
9606.ENSP00000318687	9606.ENSP00000398131	605	HSPH1	GSPT1	TRUE	FALSE
9606.ENSP00000255631	9606.ENSP00000305958	604	HSPBP1	STIP1	TRUE	FALSE
9606.ENSP00000275493	9606.ENSP00000309629	604	EGFR	CFL1	TRUE	FALSE
9606.ENSP00000349960	9606.ENSP00000362107	604	ACTB	FHL3	FALSE	TRUE
9606.ENSP00000346001	9606.ENSP00000364815	604	RPL3	VARS	FALSE	TRUE
9606.ENSP00000354519	9606.ENSP00000387286	604	INPP5F	RAB1A	TRUE	FALSE
9606.ENSP00000216911	9606.ENSP00000391723	604	AURKA	PUM1	TRUE	FALSE
9606.ENSP00000352438	9606.ENSP00000418960	604	PCBP2	BRCA1	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000310129	603	RPS11	PSMD2	FALSE	TRUE
9606.ENSP00000262803	9606.ENSP00000331127	603	UPF1	BOLA2	FALSE	TRUE
9606.ENSP00000283109	9606.ENSP00000348849	603	RIOK2	RPS26	TRUE	FALSE
9606.ENSP00000354525	9606.ENSP00000354722	603	MRPL24	EIF1AY	TRUE	FALSE
9606.ENSP00000253792	9606.ENSP00000270625	602	ACLY	RPS11	TRUE	FALSE
9606.ENSP00000258201	9606.ENSP00000349960	602	FHOD1	ACTB	TRUE	FALSE
9606.ENSP00000296755	9606.ENSP00000349960	602	MAP1B	ACTB	TRUE	FALSE
9606.ENSP00000306548	9606.ENSP00000358635	602	MRPL13	SYNCRIP	TRUE	FALSE
9606.ENSP00000316042	9606.ENSP00000358635	602	HNRNPA0	SYNCRIP	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000358812	602	RPS14	PDCD11	FALSE	TRUE
9606.ENSP00000309503	9606.ENSP00000363500	602	YWHAZ	CLIC4	TRUE	FALSE
9606.ENSP00000362993	9606.ENSP00000413964	602	BICC1	LSM14A	TRUE	FALSE
9606.ENSP00000370258	9606.ENSP00000429374	602	EIF3CL	RPS20	FALSE	TRUE
9606.ENSP00000309629	9606.ENSP00000362924	601	CFL1	GSN	FALSE	TRUE
9606.ENSP00000362744	9606.ENSP00000370258	601	RPS4X	EIF3CL	TRUE	FALSE
9606.ENSP00000215957	9606.ENSP00000387286	601	MICALL1	RAB1A	TRUE	FALSE
9606.ENSP00000171887	9606.ENSP00000290341	600	TNS1	IGF2BP1	TRUE	FALSE
9606.ENSP00000229270	9606.ENSP00000309629	600	TPI1	CFL1	TRUE	FALSE
9606.ENSP00000290341	9606.ENSP00000312143	600	IGF2BP1	TNS3	FALSE	TRUE
9606.ENSP00000290341	9606.ENSP00000319756	600	IGF2BP1	TNS2	FALSE	TRUE
9606.ENSP00000311028	9606.ENSP00000322175	600	RPS14	AK4	FALSE	TRUE
9606.ENSP00000306356	9606.ENSP00000349960	600	ENC1	ACTB	TRUE	FALSE
9606.ENSP00000346050	9606.ENSP00000370258	600	RPS3A	EIF3CL	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000371230	600	RPS14	AK3	FALSE	TRUE
9606.ENSP00000171887	9606.ENSP00000371634	600	TNS1	IGF2BP2	TRUE	FALSE
9606.ENSP00000312143	9606.ENSP00000371634	600	TNS3	IGF2BP2	TRUE	FALSE
9606.ENSP00000319756	9606.ENSP00000371634	600	TNS2	IGF2BP2	TRUE	FALSE
9606.ENSP00000311028	9606.ENSP00000410186	600	RPS14	AK9	FALSE	TRUE
9606.ENSP00000270625	9606.ENSP00000290299	599	RPS11	ATP5O	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000306382	599	ACTA2	MYO1B	FALSE	TRUE
9606.ENSP00000309629	9606.ENSP00000367208	599	CFL1	SUGT1	FALSE	TRUE
9606.ENSP00000224784	9606.ENSP00000263895	598	ACTA2	RND3	FALSE	TRUE
9606.ENSP00000264758	9606.ENSP00000295598	598	ADD1	ATP1A1	TRUE	FALSE
9606.ENSP00000300146	9606.ENSP00000301280	598	PATL1	CHAF1A	FALSE	TRUE
